userId,movieId,tag,timestamp
62,168248,action,1528152295
62,168248,dark hero,1528152291
62,168248,gun tactics,1528152287
62,168248,hitman,1528152293
62,168248,Keanu Reeves,1528152284
62,168248,organized crime,1528152289
62,168248,secret society,1528152282
62,174053,Dystopia,1525637341
62,174053,future,1525637343
62,174053,interesting,1525637346
62,174053,jon hamm,1525637384
62,174053,thought provoking,1525637344
62,179401,Action,1528934538
62,179401,Comedy,1528934534
62,179401,Dwayne Johnson,1528934540
62,179401,funny,1528934536
62,183611,Comedy,1526244689
62,183611,funny,1526244688
62,183611,Rachel McAdams,1526244709
62,184471,adventure,1528024900
62,184471,Alicia Vikander,1528024914
62,184471,video game adaptation,1528024898
62,187593,Josh Brolin,1527274096
62,187593,Ryan Reynolds,1527274092
62,187593,sarcasm,1527274090
62,187595,Emilia Clarke,1528934560
62,187595,star wars,1528934552
63,260,classic,1443199698
63,260,space action,1443199710
76,260,action,1439165594
76,260,sci-fi,1439165588
103,260,EPIC,1431954312
103,260,great soundtrack,1431954337
103,296,good dialogue,1431954555
103,296,great soundtrack,1431954555
103,296,non-linear,1431954555
106,4896,Everything you want is here,1467566944
106,106489,adventure,1467566979
112,260,classic sci-fi,1442535682
112,260,engrossing adventure,1442535673
112,260,EPIC,1442535666
119,260,classic,1435942530
119,260,Nerd,1435942520
119,101142,animation,1436563067
119,101142,funny,1436563067
119,101142,stone age,1436563067
119,115149,action,1437763143
119,115149,killer,1437763143
119,115149,widows/widowers,1437763143
119,115617,animation,1435944890
119,115617,kids,1435944890
119,115617,robots,1435944890
119,120635,action,1438439306
119,120635,murder,1438439306
119,120635,police,1438439306
125,1726,Kevin Costner,1474483317
125,1726,Post apocalyptic,1474483320
125,2387,dark comedy,1474382225
125,2387,dark humor,1474382223
125,3052,irreverent,1474592072
125,3052,jay and silent bob,1474592004
125,3052,Kevin Smith,1474592000
125,3052,satire,1474591997
125,5088,irreverent,1474592207
125,7022,based on a book,1474381749
125,7022,bloody,1474381755
125,7022,brutal,1474381612
125,7022,controversial,1474381812
125,7022,dystopia,1474381779
125,7022,goretastic,1474381786
125,7022,satire,1474381739
125,7022,social commentary,1474381788
125,7022,survival,1474381609
125,7022,violence,1474381745
125,7254,alternate reality,1474381441
125,7254,sci-fi,1474381448
125,7254,science fiction,1474381455
125,7254,time travel,1474381439
125,8957,brutal,1474382001
125,8957,clever,1474382019
125,8957,Disturbing,1474382015
125,8957,great ending,1474381987
125,8957,mindfuck,1474381982
125,8957,surprise ending,1474381973
125,8957,suspense,1474381994
125,9010,cruel characters,1474381529
125,42632,brutality,1474381492
125,58301,dark humor,1474381561
125,60950,threesome,1474591817
125,62434,Seth Rogen,1474592476
125,62434,Sexual Humor,1474592473
125,67695,Seth Rogen,1474382123
125,100083,embarassing scenes,1474377075
125,100083,offensive,1474377060
125,100083,R language,1474377035
125,100083,sarcasm,1474377015
125,100083,satire,1474381901
125,156371,80's,1474469700
125,158872,Crude humor,1474382035
125,158872,mindfuck,1474382087
125,158872,sarcasm,1474382053
125,158872,satire,1474382047
125,158872,Vulgar,1474382100
132,3556,sofia coppola,1163148016
132,6323,John Cusack,1161800041
132,6367,Ewan McGregor,1161799885
132,6367,Renee Zellweger,1161799951
138,59103,jackie chan,1222676394
138,59103,kung fu,1222676405
161,52287,Something for everyone in this one... saw it without and plan on seeing it with kids!,1176498861
166,293,assassin,1188774484
166,293,Jean Reno,1188774487
166,54286,assassin,1188774519
166,54286,assassin-in-training (scene),1188774517
166,54286,espionage,1188774515
166,54286,Robert Ludlum,1188774524
167,104,test tag,1154718872
177,115617,feel-good,1435523876
177,115617,fun family movie,1435523876
177,115617,very funny,1435523876
184,2579,black and white,1537094307
184,2579,Christopher Nolan,1537094326
184,2579,directorial debut,1537094323
184,2579,mindfuck,1537094375
184,2579,not linear,1537094318
184,2579,Twist Ending,1537094309
184,3793,action,1537094381
184,3793,comic book,1537094359
184,3793,hugh jackman,1537094370
184,3793,marvel,1537094366
184,3793,superhero,1537094354
184,4226,dark,1537094453
184,4226,Mindfuck,1537094464
184,4226,nonlinear,1537094445
184,4226,psychology,1537094448
184,4226,twist ending,1537094447
184,4896,alan rickman,1537094576
184,4896,harry potter,1537094544
184,4896,humorous,1537094550
184,4896,Magic,1537094530
184,5388,atmospheric,1537094680
184,5388,insomnia,1537094688
184,5388,thought-provoking,1537094685
184,6283,amazing artwork,1537094506
184,6283,anime,1537094487
184,6283,sci-fi,1537094503
184,27156,anime,1537094261
184,27156,end of the world,1537094269
184,27156,epic,1537094270
184,27156,mecha,1537094278
184,27156,psychology,1537094263
184,193565,anime,1537098582
184,193565,comedy,1537098587
184,193565,gintama,1537098603
184,193565,remaster,1537098592
193,260,classic sci-fi,1435856940
193,260,space action,1435856955
193,260,space epic,1435856950
193,4878,atmospheric,1435857150
193,4878,cult film,1435857131
193,4878,dreamlike,1435857139
193,4878,hallucinatory,1435857144
193,4878,psychological,1435857147
193,4878,surreal,1435857128
193,4878,time travel,1435857135
193,7147,dreamlike,1435857017
193,7147,sentimental,1435857038
193,7147,surreal,1435857020
193,7147,Tim Burton,1435857024
193,7361,alternate reality,1435857168
193,7361,memory,1435857171
193,7361,thought-provoking,1435857163
193,97938,cinematography,1435857101
193,97938,India,1435857092
193,97938,surreal,1435857076
205,260,oldie but goodie,1519899101
205,260,sci-fi,1519899078
205,260,Star Wars,1519899108
226,6938,big wave,1160681362
226,6938,surfing,1160681362
226,48780,ummarti2006,1161615435
256,126548,funny,1447532592
256,126548,high school,1447532575
274,68319,comic book,1241762577
288,7020,Notable Nudity,1150988077
289,3,moldy,1143424860
289,3,old,1143424860
289,527,moving,1143424895
289,1101,predictable,1143424846
291,50872,a clever chef rat,1453051551
291,50872,inspirational,1453051559
291,102007,animation,1453135047
291,118696,hope,1453135079
300,6711,atmospheric,1425352343
305,4034,drugs,1462919721
305,4995,mathematics,1464428783
305,6502,zombies,1525274359
305,6953,DEPRESSING,1462398032
305,8641,stupid,1520707078
305,34405,predictable,1520284921
305,55721,Favelas,1462919777
305,83134,black comedy,1518811477
318,778,based on a book,1266408710
318,778,dark comedy,1266408707
318,778,narrated,1266408703
318,4612,reciprocal spectator,1416086512
318,4708,reciprocal spectator,1416086490
318,6400,documentary,1315333136
318,30892,Animation,1240158590
318,30892,Documentary,1240158551
318,30892,Henry Darger,1240158560
318,48698,the catholic church is the most corrupt organization in history,1276006189
318,64034,childish naivity,1242160404
318,64034,friendship,1242160427
318,68954,adventure,1266408634
318,68954,Bechdel Test:Fail,1266408641
318,68954,cartoon,1266408638
318,68954,children,1266408643
318,68954,computer animation,1266408645
318,68954,divorce,1266408656
318,68954,dogs,1266408658
318,68954,dreams,1266408662
318,68954,Pixar,1266408675
318,71494,Narrative pisstake,1426783741
318,81158,american idolatry,1299452954
318,82459,atmospheric,1300485463
318,82459,Coen Brothers,1300485477
318,82459,Jeff Bridges,1300485479
318,82459,Matt Damon,1300485480
318,82459,predictable,1300485405
318,90769,celebrity fetishism,1422524320
318,90769,mediacentralism,1422524320
318,90769,system holism,1422524320
318,96084,city politics,1421145735
318,96084,italy,1421145735
318,96084,political right versus left,1421145735
318,111364,Creature Feature,1414693918
318,118784,documentary,1420400992
318,118784,music industry,1420400992
318,118784,remix culture,1420400992
318,127172,film history,1423222565
318,127172,poetic,1423222565
318,127172,representation of children,1423222565
319,364,Disney,1461351898
319,364,Disney animated feature,1461351908
319,364,Oscar (Best Music - Original Score),1461351919
327,1288,music,1234790068
327,1923,Ben Stiller,1234789755
327,2616,comic book,1234789098
327,3481,music,1234788257
327,3897,music,1234788979
327,8641,awesome,1234789177
327,51255,british comedy,1234789115
336,1,pixar,1139045764
336,153,superhero,1139045840
336,552,knights,1139045825
336,1246,highschool,1139046768
336,32587,cult,1139046748
336,33660,boksdrama,1139046203
336,34162,stiller,1139046811
336,36529,wapendrama,1139046289
336,37729,animation,1139047294
336,38798,sisters,1139047262
341,260,ROBOTS AND ANDROIDS,1439750956
341,260,space,1439750961
356,2146,post-college,1229142995
356,37384,restaurant,1229142458
356,40955,transvestite,1229140689
356,44889,satire,1229140863
356,61323,dark comedy,1228073481
357,39,chick flick,1348627867
357,39,funny,1348627869
357,39,Paul Rudd,1348627871
357,39,quotable,1348627873
357,39,seen more than once,1348627878
357,1059,Amazing Cinematography,1348627235
357,1059,Leonardo DiCaprio,1348627233
357,1059,shakespeare,1348627264
357,1059,updated classics,1348627243
357,2762,Atmospheric,1348626902
357,2762,Bruce Willis,1348626919
357,2762,ghosts,1348626904
357,2762,imdb top 250,1348626908
357,2762,mindfuck,1348626910
357,2762,stylized,1348626915
357,2762,twist ending,1348626913
357,4370,android(s)/cyborg(s),1348628642
357,4370,artificial intelligence,1348628638
357,4370,Bittersweet,1348628628
357,4370,Steven Spielberg,1348628635
357,5464,cinematography,1348627174
357,5464,Tom Hanks,1348627179
357,7078,Bette Davis,1348628505
357,7078,Oscar (Best Actress),1348628502
357,7444,Mark Ruffalo,1348627960
357,7451,clever,1348627907
357,7451,High School,1348627902
357,7451,lesbian subtext,1348627909
357,48516,Leonardo DiCaprio,1348627149
357,48516,suspense,1348627152
357,48516,twist ending,1348627154
357,48516,undercover cop,1348627156
357,54997,Christian Bale,1348627195
357,55290,Casey Affleck,1348627116
357,55290,great performances,1348627127
357,55290,twist,1348627131
357,91500,ending,1348626941
357,91529,Anne Hathaway,1348626758
357,91529,Christian Bale,1348626755
357,91529,Christopher Nolan,1348626760
357,91529,comic book,1348626775
357,91529,great ending,1348626779
357,91529,Morgan Freeman,1348626766
357,91529,political commentary,1348626786
357,91529,superhero,1348626790
419,98961,Afghanistan,1362867327
419,98961,American propaganda,1362867290
419,98961,assassination,1362867308
419,98961,military,1362867315
419,98961,terrorism,1362867303
424,32,time travel,1457901872
424,47,mystery,1457842470
424,47,twist ending,1457842458
424,50,mindfuck,1457842328
424,50,suspense,1457842315
424,50,thriller,1457842332
424,50,tricky,1457842340
424,50,twist ending,1457842306
424,147,addiction,1457901627
424,147,heroin,1457901631
424,147,Leonardo DiCaprio,1457901625
424,147,Mark Wahlberg,1457901624
424,175,controversial,1457901665
424,175,New York City,1457901671
424,175,Nudity (Full Frontal),1457901668
424,223,cynical,1457844066
424,223,hilarious,1457844086
424,223,independent film,1457844084
424,223,quirky,1457844073
424,223,witty,1457844080
424,260,classic sci-fi,1457900772
424,260,sci-fi,1457900766
424,260,space adventure,1457900770
424,260,Star Wars,1457900775
424,288,brutality,1457846184
424,288,controversial,1457846195
424,288,dark comedy,1457846180
424,288,psychedelic,1457846191
424,288,satire,1457846198
424,288,stylized,1457846189
424,296,cult film,1457844546
424,296,drugs,1457844550
424,296,Quentin Tarantino,1457844541
424,296,Tarantino,1457844557
424,364,soundtrack,1457845497
424,527,thought-provoking,1457901041
424,541,sci-fi,1457900918
424,589,apocalypse,1457844854
424,589,Arnold Schwarzenegger,1457844841
424,589,nuclear war,1457844861
424,589,sci-fi,1457844847
424,589,Suspense,1457844864
424,589,time travel,1457844843
424,608,based on a true story,1457900882
424,608,dark comedy,1457900870
424,608,KIDNAPPING,1457900877
424,608,Steve Buscemi,1457900865
424,628,edward norton,1457843774
424,628,psychology,1457843776
424,628,suspense,1457843782
424,628,thought-provoking,1457843780
424,628,twist ending,1457843771
424,1089,ensemble cast,1457844739
424,1089,nonlinear,1457844742
424,1089,Quentin Tarantino,1457844729
424,1089,stylized,1457844737
424,1120,freedom of expression,1457845558
424,1136,british comedy,1457901498
424,1136,Monty Python,1457901496
424,1193,emotional,1457843688
424,1193,jack nicholson,1457843684
424,1198,adventure,1457901129
424,1198,archaeology,1457901464
424,1198,indiana jones,1457901132
424,1198,Steven Spielberg,1457901466
424,1198,treasure hunt,1457901471
424,1200,action,1457901258
424,1200,aliens,1457901252
424,1200,horror,1457901265
424,1200,sci-fi,1457901245
424,1200,space,1457901261
424,1200,space craft,1457901274
424,1200,SPACE TRAVEL,1457901269
424,1200,suspense,1457901256
424,1219,Alfred Hitchcock,1457902455
424,1219,psychology,1457902459
424,1219,suspenseful,1457902452
424,1219,tense,1457902461
424,1240,Action,1457901308
424,1240,artificial intelligence,1457901313
424,1240,robots,1457901305
424,1240,Sci-Fi,1457901302
424,1240,special effects,1457901322
424,1240,tense,1457901319
424,1240,time travel,1457901300
424,1258,atmospheric,1457843344
424,1258,disturbing,1457843347
424,1258,Horror,1457843352
424,1258,jack nicholson,1457843340
424,1258,masterpiece,1457843354
424,1258,psychological,1457843342
424,1258,Stanley Kubrick,1457843338
424,1258,suspense,1457843361
424,1343,horror,1457846257
424,1343,Juliette Lewis,1457846244
424,1343,Martin Scorsese,1457846252
424,1343,Robert De Niro,1457846254
424,1625,mindfuck,1457845252
424,1625,Mystery,1457845249
424,1625,plot twist,1457845255
424,1625,psychological,1457845247
424,1625,suspense,1457845258
424,1625,twist ending,1457845244
424,1704,inspirational,1457844971
424,1921,hallucinatory,1457902516
424,1921,mental illness,1457902477
424,1921,mindfuck,1457902518
424,1921,paranoid,1457902521
424,1923,Ben Stiller,1457846503
424,1923,crude humor,1457846506
424,1923,goofy,1457846511
424,2160,Atmospheric,1457843300
424,2160,creepy,1457843317
424,2160,paranoia,1457843298
424,2160,scary,1457843295
424,2160,suspense,1457843308
424,2296,SNL,1457846704
424,2329,thought-provoking,1457843729
424,2505,Nicolas Cage,1457902180
424,2571,martial arts,1457842912
424,2571,sci-fi,1457842899
424,2700,adult humor,1457844390
424,2700,controversial,1457844399
424,2700,crude humor,1457844397
424,2700,free speech,1457844402
424,2700,parody,1457844393
424,2700,satire,1457844392
424,2700,south park,1457844407
424,2700,Trey Parker,1457844412
424,2959,dark comedy,1457842797
424,2959,psychology,1457842802
424,2959,thought-provoking,1457842786
424,2959,twist ending,1457842777
424,3176,based on a book,1457845042
424,3176,creepy,1457845033
424,3176,disturbing,1457845029
424,3176,Jude Law,1457845026
424,3176,murder,1457845038
424,3176,obsession,1457845036
424,3176,psychology,1457845023
424,3176,secrets,1457845045
424,3176,serial killer,1457845031
424,3176,suspense,1457845041
424,3186,asylum,1457846005
424,3186,based on a true story,1457846002
424,3186,Brittany Murphy,1457846009
424,3186,Mental Hospital,1457846012
424,3186,psychology,1457845994
424,3186,winona ryder,1457845998
424,3499,claustrophobic,1457846281
424,3499,horror,1457846287
424,3499,scary,1457846295
424,3499,stephen king,1457846291
424,3499,suspenseful,1457846279
424,3499,tense,1457846283
424,3499,thriller,1457846285
424,3527,aliens,1457901283
424,3527,sci-fi,1457901285
424,3527,scifi cult,1457901288
424,3911,satire,1457844176
424,3948,comedy,1457846488
424,3948,Robert De Niro,1457846484
424,4226,mystery,1457842983
424,4226,psychological,1457842979
424,4226,twist ending,1457842977
424,4262,Al Pacino,1457900965
424,4816,ben stiller,1457846960
424,4816,comedy,1457846970
424,4816,David Bowie,1457846952
424,4816,goofy,1457846949
424,4816,mindless one liners,1457846956
424,4816,Will Ferrell,1457846959
424,4878,jake gyllenhaal,1457901910
424,4993,fantasy,1457901156
424,4993,high fantasy,1457901162
424,4993,Magic,1457901158
424,4993,mythology,1457901174
424,4993,tolkien,1457901165
424,4993,wizards,1457901168
424,5291,black and white,1457845331
424,5291,samurai,1457845338
424,6016,multiple storylines,1457900999
424,6016,true story,1457901005
424,6188,comedy,1457846098
424,6188,Will Ferrell,1457846100
424,6290,Rob Zombie,1457902367
424,7361,jim carrey,1457901740
424,8641,comedy,1457846537
424,8641,Will Ferrell,1457846533
424,8950,Christian Bale,1457842841
424,8950,creepy,1457842847
424,8950,powerful ending,1457842857
424,8950,psychology,1457842844
424,8950,schizophrenia,1457842854
424,8950,twist ending,1457842837
424,27020,drugs,1457901575
424,27020,lesbian,1457901570
424,30825,Ben Stiller,1457846573
424,30825,Robert De Niro,1457846569
424,34323,Rob Zombie,1457902355
424,40278,Jake Gyllenhaal,1457846443
424,40278,Modern war,1457846449
424,48516,atmospheric,1457843188
424,48516,Jack Nicholson,1457843173
